0,1,2
1.2828027732653664,0.3467056721028584,1.0
2.073312331529336,1.2742117014467886,1.0
0.020589106212687724,-0.2712554051187064,-1.0
-1.2400591294260328,0.7231253360926981,1.0
0.5250506986621737,1.22163916223854,1.0
0.6514703449227073,-0.8783989016311068,-1.0
0.6281488330514912,-0.356363776378783,-1.0
-0.5070299153904938,-1.0525180052716148,-1.0
-1.1553887847529827,0.9440807685204003,1.0
-0.5051184338505006,0.7574717158780064,1.0
0.9869248067991039,-0.9292600408780165,-1.0
-0.6054331083515951,-0.6710315287548521,-1.0
1.0967882113416108,0.7545303682506369,1.0
-1.3668869334724127,0.37532628231066356,1.0
-1.7758662969493566,-1.5820524466289698,-1.0
-1.4313036684757412,2.059965389698932,1.0
1.4653489861463347,0.1488157608364452,1.0
-1.466154403015092,-0.01487496495612639,1.0
-0.16540777208777968,-0.18970660331580103,-1.0
0.4139488408613058,1.0755430262204495,1.0
0.7027070805833571,-0.22165258111687014,-1.0
-1.6541267052883122,-1.3908274097870847,-1.0
-0.640349341858954,-0.8248542084393895,-1.0
0.08284348662651597,1.5596724926620213,1.0
-0.6139759801976035,2.264303522102832,1.0
-0.7381388757797159,-0.9657492459220484,-1.0
-1.3288891891812287,0.7126707179107417,1.0
1.0429841215367959,-0.6101940054117276,-1.0
-0.7061467516207653,0.2796690116442532,1.0
-1.203217089785934,-1.3636253215167824,-1.0
-1.2193333742763424,0.7838829636083986,1.0
1.66695927267443,0.6316960308479103,1.0
1.5144102494593403,1.1879917183525894,1.0
1.1299807824114299,-1.1208536404397667,-1.0
-1.6004480839987014,-1.5492138693720463,-1.0
0.9152928006027783,-1.7418154697743535,-1.0
1.3460775165769419,-1.2000300663157668,-1.0
1.9249830555978265,0.7602461699566672,1.0
0.6426153120647611,0.2250997779803834,-1.0
-0.7451789006088682,0.5630242277678574,1.0
-1.1352563052193123,-1.023270094806397,-1.0
-0.8327860502240214,-1.070598083834446,-1.0
2.440794295784514,1.208758658491991,1.0
-1.636391262232,1.066656292765043,1.0
0.34024048935709805,-0.08285205121705519,-1.0
1.351381318401042,-1.5084328870832346,-1.0
-0.7042264043843967,-0.609896775525864,-1.0
-1.2666315930117438,1.2161326459774047,1.0
-0.19721274210351702,-0.4389872301792046,-1.0
0.8274102193007392,-2.259398401639456,-1.0
-1.3506892719347103,-0.8586453152980703,-1.0
0.4796624145484415,1.1833085257855012,1.0
-0.3396935525836511,0.5223730139344329,1.0
0.6929346346844212,-1.646503356363045,-1.0
-1.0086016459617624,-1.4290875632799411,-1.0
-0.9334585890867619,1.2684577298870452,1.0
-1.7864945691995007,-1.436129297881027,-1.0
0.2632740137941745,0.5721319779610092,1.0
0.7208138745739436,1.0144373359058456,1.0
-0.4568387580904244,2.327313925108892,1.0
0.8801080711833026,-1.3703071569772243,-1.0
-1.3860440252095114,-0.2956702628358603,1.0
-0.5420460676610355,-0.7352813571880874,-1.0
-1.0827169395211882,2.2557450768458454,1.0
-1.7240583168312242,-1.5665979113078663,-1.0
1.0603895098677154,0.6018613234529095,1.0
-1.270136392285241,-1.2268042754173618,-1.0
-0.8736986694935878,0.8368944406253019,1.0
-0.8921874158584531,0.9820932122595624,1.0
-1.2231213051678151,-1.2298188638558596,-1.0
1.6310016455379066,0.8228897217261392,1.0
1.5025433291915886,0.8374856814545731,1.0
1.096508244998518,-0.18405561781290491,-1.0
0.4967637645352089,-1.6107543622635951,-1.0
0.6330200555298787,-0.5745093181864049,-1.0
1.9155972204147207,1.173529237591703,1.0
0.0072488516907631695,0.6008386243307668,1.0
1.105204025259307,-0.5374936026044855,-1.0
-0.5917739350501636,1.087725737200238,1.0
-1.2898304038533142,-0.6254290164032981,1.0
0.35432821253073565,2.1481357149423945,1.0
-0.46109911643275925,1.0364073518364112,1.0
-0.3088705206029102,-0.44314056800139723,-1.0
-0.1775347643067986,2.9562349948198046,1.0
-0.8780657327972593,-1.213963622441566,-1.0
1.177359074337921,-0.2775528868234476,-1.0
2.2256159941415996,1.0595255172044604,1.0
-1.2515724467661673,0.123517552402022,1.0
-0.8648716940481713,1.0692353219584505,1.0
1.3699609748615666,-1.6349971323629688,-1.0
1.6765694563436138,-2.4400723599402445,-1.0
1.885622767646448,1.6435214990412446,1.0
0.8290465600653456,-0.8455215856497695,-1.0
1.5246921162701264,0.9434991936559494,1.0
-1.8874927534895645,-1.5614337609643503,-1.0
1.1535108443185644,-0.8602009075240954,-1.0
0.8854161295655933,1.577855693020195,1.0
1.2172614050099368,0.22186650054454216,-1.0
0.5333671501776402,-1.3728177768674565,-1.0
-2.023080793649868,-1.4006678942368644,-1.0
-0.6812669560017476,-1.0007709596891503,-1.0
1.108349360564213,1.0966561161987178,1.0
1.367675233798066,-0.959899121151215,-1.0
-0.4246376167759467,-0.36576311580507137,-1.0
-0.6654851593068751,-0.5632666103410449,1.0
-0.7624563976382582,0.3152689279840788,1.0
0.9275069327170998,-0.32685178435512996,-1.0
0.9668358969860744,1.2475345019010375,1.0
1.208414560452884,1.567610271479262,1.0
-1.2174882438335166,-1.3563774977907883,-1.0
1.012197396909511,-1.3266996018046606,-1.0
-0.9121651621954747,-0.1514317223171684,1.0
-1.9948571069101506,-1.5841357667942222,-1.0
0.7606932753517225,-0.8332103037450365,-1.0
-0.5214051145146357,0.8889399958018003,1.0
-1.3614130476356991,1.024747377301853,1.0
0.9929025853401477,-0.47109464349885277,-1.0
2.6453718224000173,0.9105826588823638,1.0
1.4114849858877834,0.2976612144051669,-1.0
-0.23258798695499516,1.4291199184955161,1.0
-0.02248579204983181,0.8703812205677414,1.0
-0.5432191369079838,1.4651183675276642,1.0
2.064904529983014,1.393922734304596,1.0
-0.4986593571746677,1.5502763080814206,1.0
-0.6696276452572999,-0.8615681410356595,-1.0
1.2289192998105292,-1.0312756809776715,-1.0
-0.8686210327459638,-1.0638047063724108,-1.0
-1.5931057739956849,1.3425801520469456,1.0
-0.9873145104095377,-1.3970240851214977,-1.0
1.457490744116872,0.6136954422663979,1.0
-0.697088014098436,-0.5697654474022538,-1.0
0.6905427809412779,-1.0662655778990882,-1.0
1.2158975912898218,-0.8404164982904769,-1.0
1.0894507079662459,-0.6359084400750967,-1.0
1.8536498862251225,1.4272320382913726,1.0
1.0419184077871568,-1.18560001342546,-1.0
1.2136291311584706,1.570757831793375,1.0
-0.863742901783064,-0.6688219770299333,-1.0
1.1233951070137331,-0.8619023694824842,-1.0
0.889544870310164,-0.4272617519936095,-1.0
-0.5905270488454327,0.8215909649551358,1.0
0.9756600345478307,-0.9637155617065319,-1.0
-1.5484319170023844,0.7597584426140844,1.0
0.9655499946000705,-0.17081730757147584,-1.0
0.5849520293326351,-0.8155134962094991,-1.0
1.0750559467204783,-1.5011613894404223,-1.0
1.1121307767452957,-0.7827236795551017,-1.0
-0.38808896718386166,0.8878585511451882,1.0
-0.4010669624458073,0.7441631357846392,1.0
1.1881114940235316,-1.8797088761098089,-1.0
